Point ID,arc_length,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Residual_Density,Residual_Energy,Residual_Momentum_0,Residual_Momentum_1,Residual_Momentum_2,Residual_Momentum_Magnitude,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,vtkValidPointMask,Y_Plus
330,3.3,2.09515e-05,4.33972,0,1.79159e-05,0.0035316,2.45517e-05,1.12996e-06,0,2.45777e-05,3.3,0,0,3.3,1.73588,-0.313053,-1.07E-17,-1.00E-11,-1.76E-13,1.89262e-14,0,1.76721e-13,0,0,0,0,288.626,1.17183,0.0539317,0,1.17308,1,0
331,3.31,2.09517e-05,4.33976,0,1.79159e-05,0.00361137,2.51641e-05,1.1225e-06,0,2.51892e-05,3.31,0,0,3.31,1.7359,-0.311553,-1.09E-17,-1.00E-11,-1.75E-13,1.70698e-14,0,1.75896e-13,0,0,0,0,288.626,1.20105,0.053574,0,1.20224,1,0
332,3.32,2.09519e-05,4.33981,0,1.79159e-05,0.00369114,2.57766e-05,1.11504e-06,0,2.58007e-05,3.32,0,0,3.32,1.73592,-0.310053,-1.10E-17,-9.97E-12,-1.74E-13,1.52135e-14,0,1.7509e-13,0,0,0,0,288.626,1.23026,0.0532164,0,1.23141,1,0
333,3.33,2.09521e-05,4.33986,0,1.7916e-05,0.00377092,2.6389e-05,1.10757e-06,0,2.64123e-05,3.33,0,0,3.33,1.73594,-0.308554,-1.12E-17,-9.94E-12,-1.74E-13,1.33571e-14,0,1.74302e-13,0,0,0,0,288.626,1.25948,0.0528588,0,1.26059,1,0
334,3.34,2.09523e-05,4.3399,0,1.7916e-05,0.00385069,2.70015e-05,1.10011e-06,0,2.70239e-05,3.34,0,0,3.34,1.73595,-0.307054,-1.14E-17,-9.91E-12,-1.73E-13,1.15007e-14,0,1.73533e-13,0,0,0,0,288.627,1.28869,0.0525011,0,1.28976,1,0
335,3.35,2.09525e-05,4.33995,0,1.7916e-05,0.00393047,2.76139e-05,1.09265e-06,0,2.76355e-05,3.35,0,0,3.35,1.73597,-0.305555,-1.15E-17,-9.88E-12,-1.73E-13,9.64439e-15,0,1.72783e-13,0,0,0,0,288.627,1.31791,0.0521435,0,1.31894,1,0
336,3.36,2.09527e-05,4.34,0,1.7916e-05,0.00401024,2.82263e-05,1.08518e-06,0,2.82472e-05,3.36,0,0,3.36,1.73599,-0.304055,-1.17E-17,-9.85E-12,-1.72E-13,7.78803e-15,0,1.72052e-13,0,0,0,0,288.627,1.34712,0.0517859,0,1.34812,1,0
337,3.37,2.09529e-05,4.34004,0,1.7916e-05,0.00409001,2.88388e-05,1.07772e-06,0,2.88589e-05,3.37,0,0,3.37,1.73601,-0.302556,-1.19E-17,-9.82E-12,-1.71E-13,5.93168e-15,0,1.7134e-13,0,0,0,0,288.627,1.37634,0.0514282,0,1.3773,1,0
338,3.38,2.09532e-05,4.34009,0,1.7916e-05,0.00416979,2.94512e-05,1.07026e-06,0,2.94707e-05,3.38,0,0,3.38,1.73603,-0.301056,-1.21E-17,-9.79E-12,-1.71E-13,4.07527e-15,0,1.70648e-13,0,0,0,0,288.627,1.40555,0.0510706,0,1.40648,1,0
339,3.39,2.09534e-05,4.34014,0,1.7916e-05,0.00424956,3.00637e-05,1.06279e-06,0,3.00824e-05,3.39,0,0,3.39,1.73605,-0.299557,-1.22E-17,-9.76E-12,-1.70E-13,2.21892e-15,0,1.69975e-13,0,0,0,0,288.628,1.43476,0.050713,0,1.43566,1,0
340,3.4,2.09536e-05,4.34018,0,1.7916e-05,0.00432933,3.06761e-05,1.05533e-06,0,3.06942e-05,3.4,0,0,3.4,1.73606,-0.298057,-1.24E-17,-9.73E-12,-1.69E-13,3.62559e-16,0,1.69323e-13,0,0,0,0,288.628,1.46398,0.0503553,0,1.46485,1,0
341,3.41,2.09538e-05,4.34023,0,1.7916e-05,0.00440911,3.12885e-05,1.04787e-06,0,3.13061e-05,3.41,0,0,3.41,1.73608,-0.296558,-1.26E-17,-9.70E-12,-1.69E-13,-1.49E-15,0,1.68691e-13,0,0,0,0,288.628,1.49319,0.0499977,0,1.49403,1,0
342,3.42,2.0954e-05,4.34027,0,1.7916e-05,0.00453836,3.22154e-05,1.03152e-06,0,3.22319e-05,3.42,0,0,3.42,1.7361,-0.295178,-1.27E-17,-9.67E-12,-1.68E-13,-3.35E-15,0,1.6808e-13,0,0,0,0,288.628,1.53741,0.0492178,0,1.5382,1,0
343,3.43,2.09541e-05,4.34031,0,1.7916e-05,0.0046984,3.33378e-05,1.00966e-06,0,3.33531e-05,3.43,0,0,3.43,1.73611,-0.293872,-1.29E-17,-9.64E-12,-1.67E-13,-5.21E-15,0,1.67489e-13,0,0,0,0,288.628,1.59097,0.0481752,0,1.5917,1,0
344,3.44,2.09543e-05,4.34036,0,1.7916e-05,0.00485843,3.44602e-05,9.8779e-07,0,3.44743e-05,3.44,0,0,3.44,1.73613,-0.292566,-1.31E-17,-9.61E-12,-1.67E-13,-7.06E-15,0,1.66919e-13,0,0,0,0,288.628,1.64452,0.0471326,0,1.6452,1,0
345,3.45,2.09545e-05,4.3404,0,1.79161e-05,0.00501846,3.55826e-05,9.65924e-07,0,3.55957e-05,3.45,0,0,3.45,1.73615,-0.291261,-1.33E-17,-9.58E-12,-1.66E-13,-8.92E-15,0,1.66371e-13,0,0,0,0,288.629,1.69808,0.04609,0,1.6987,1,0
346,3.46,2.09547e-05,4.34044,0,1.79161e-05,0.00517849,3.6705e-05,9.44058e-07,0,3.67171e-05,3.46,0,0,3.46,1.73616,-0.289955,-1.34E-17,-9.55E-12,-1.65E-13,-1.08E-14,0,1.65844e-13,0,0,0,0,288.629,1.75163,0.0450475,0,1.75221,1,0
347,3.47,2.09549e-05,4.34048,0,1.79161e-05,0.00533095,3.77779e-05,9.22394e-07,0,3.77892e-05,3.47,0,0,3.47,1.73618,-0.288689,-1.37E-17,-9.55E-12,-1.65E-13,-1.22E-14,0,1.65842e-13,0,0,0,0,288.629,1.80283,0.0440146,0,1.80336,1,0
348,3.48,2.0955e-05,4.34051,0,1.79161e-05,0.00542351,3.84598e-05,9.02331e-07,0,3.84704e-05,3.48,0,0,3.48,1.73619,-0.287734,-1.46E-17,-9.80E-12,-1.70E-13,-1.04E-14,0,1.69848e-13,0,0,0,0,288.629,1.83535,0.0430584,0,1.83586,1,0
349,3.49,2.09551e-05,4.34054,0,1.79161e-05,0.00551607,3.91417e-05,8.82267e-07,0,3.91516e-05,3.49,0,0,3.49,1.7362,-0.286779,-1.56E-17,-1.01E-11,-1.74E-13,-8.65E-15,0,1.73879e-13,0,0,0,0,288.629,1.86787,0.0421023,0,1.86835,1,0
350,3.5,2.09553e-05,4.34057,0,1.79161e-05,0.00560863,3.98235e-05,8.62204e-07,0,3.98328e-05,3.5,0,0,3.5,1.73621,-0.285825,-1.65E-17,-1.03E-11,-1.78E-13,-6.86E-15,0,1.77932e-13,0,0,0,0,288.629,1.9004,0.0411461,0,1.90084,1,0
351,3.51,2.09554e-05,4.3406,0,1.79161e-05,0.00570119,4.05054e-05,8.42141e-07,0,4.05141e-05,3.51,0,0,3.51,1.73622,-0.28487,-1.74E-17,-1.06E-11,-1.82E-13,-5.07E-15,0,1.82007e-13,0,0,0,0,288.629,1.93292,0.04019,0,1.93334,1,0
352,3.52,2.09555e-05,4.34063,0,1.79161e-05,0.00579375,4.11872e-05,8.22078e-07,0,4.11954e-05,3.52,0,0,3.52,1.73624,-0.283916,-1.84E-17,-1.08E-11,-1.86E-13,-3.28E-15,0,1.86102e-13,0,0,0,0,288.629,1.96544,0.0392338,0,1.96583,1,0
353,3.53,2.09556e-05,4.34066,0,1.79161e-05,0.00588631,4.18691e-05,8.02014e-07,0,4.18768e-05,3.53,0,0,3.53,1.73625,-0.282961,-1.93E-17,-1.11E-11,-1.90E-13,-1.49E-15,0,1.90215e-13,0,0,0,0,288.63,1.99797,0.0382777,0,1.99833,1,0
354,3.54,2.09558e-05,4.34069,0,1.79161e-05,0.00597887,4.25509e-05,7.81951e-07,0,4.25581e-05,3.54,0,0,3.54,1.73626,-0.282006,-2.02E-17,-1.13E-11,-1.94E-13,2.94172e-16,0,1.94346e-13,0,0,0,0,288.63,2.03049,0.0373215,0,2.03083,1,0
355,3.55,2.09559e-05,4.34072,0,1.79161e-05,0.00613035,4.36204e-05,7.65868e-07,0,4.36272e-05,3.55,0,0,3.55,1.73627,-0.281202,-2.08E-17,-1.15E-11,-1.99E-13,2.22619e-15,0,1.99036e-13,0,0,0,0,288.63,2.08151,0.0365534,0,2.08183,1,0
356,3.56,2.0956e-05,4.34075,0,1.79161e-05,0.00628501,4.47108e-05,7.5e-07,0,4.47171e-05,3.56,0,0,3.56,1.73628,-0.280405,-2.14E-17,-1.18E-11,-2.04E-13,4.16594e-15,0,2.03773e-13,0,0,0,0,288.63,2.13353,0.0357955,0,2.13383,1,0
357,3.57,2.09561e-05,4.34077,0,1.79161e-05,0.00643966,4.58011e-05,7.34131e-07,0,4.5807e-05,3.57,0,0,3.57,1.73629,-0.279608,-2.19E-17,-1.20E-11,-2.08E-13,6.10569e-15,0,2.08527e-13,0,0,0,0,288.63,2.18555,0.0350375,0,2.18583,1,0
358,3.58,2.09562e-05,4.3408,0,1.79161e-05,0.00659431,4.68915e-05,7.18262e-07,0,4.6897e-05,3.58,0,0,3.58,1.7363,-0.278812,-2.25E-17,-1.22E-11,-2.13E-13,8.04543e-15,0,2.13297e-13,0,0,0,0,288.63,2.23757,0.0342795,0,2.23783,1,0
359,3.59,2.09563e-05,4.34083,0,1.79161e-05,0.00674897,4.79818e-05,7.02394e-07,0,4.79869e-05,3.59,0,0,3.59,1.73631,-0.278015,-2.31E-17,-1.24E-11,-2.18E-13,9.98518e-15,0,2.18081e-13,0,0,0,0,288.63,2.28958,0.0335215,0,2.28983,1,0
360,3.6,2.09564e-05,4.34085,0,1.79161e-05,0.00690362,4.90721e-05,6.86525e-07,0,4.90769e-05,3.6,0,0,3.6,1.73632,-0.277218,-2.36E-17,-1.26E-11,-2.23E-13,1.19249e-14,0,2.22878e-13,0,0,0,0,288.63,2.3416,0.0327635,0,2.34183,1,0
361,3.61,2.09565e-05,4.34088,0,1.79161e-05,0.00705827,5.01625e-05,6.70656e-07,0,5.0167e-05,3.61,0,0,3.61,1.73633,-0.276421,-2.42E-17,-1.28E-11,-2.27E-13,1.38647e-14,0,2.27689e-13,0,0,0,0,288.63,2.39362,0.0320055,0,2.39383,1,0
362,3.62,2.09567e-05,4.34091,0,1.79162e-05,0.00721293,5.12528e-05,6.54788e-07,0,5.1257e-05,3.62,0,0,3.62,1.73634,-0.275625,-2.47E-17,-1.31E-11,-2.32E-13,1.58044e-14,0,2.32511e-13,0,0,0,0,288.631,2.44564,0.0312475,0,2.44584,1,0
363,3.63,2.09568e-05,4.34093,0,1.79162e-05,0.00736758,5.23432e-05,6.38919e-07,0,5.23471e-05,3.63,0,0,3.63,1.73635,-0.274828,-2.53E-17,-1.33E-11,-2.37E-13,1.77442e-14,0,2.37345e-13,0,0,0,0,288.631,2.49766,0.0304895,0,2.49784,1,0
364,3.64,2.09569e-05,4.34096,0,1.79162e-05,0.00752224,5.34335e-05,6.2305e-07,0,5.34371e-05,3.64,0,0,3.64,1.73636,-0.274031,-2.59E-17,-1.35E-11,-2.41E-13,1.9684e-14,0,2.42189e-13,0,0,0,0,288.631,2.54967,0.0297315,0,2.54985,1,0
365,3.65,2.0957e-05,4.34099,0,1.79162e-05,0.00767689,5.45238e-05,6.07181e-07,0,5.45272e-05,3.65,0,0,3.65,1.73637,-0.273234,-2.64E-17,-1.37E-11,-2.46E-13,2.16237e-14,0,2.47043e-13,0,0,0,0,288.631,2.60169,0.0289736,0,2.60185,1,0
366,3.66,2.09571e-05,4.34101,0,1.79162e-05,0.00783154,5.56142e-05,5.91313e-07,0,5.56173e-05,3.66,0,0,3.66,1.73638,-0.272438,-2.70E-17,-1.39E-11,-2.51E-13,2.35635e-14,0,2.51907e-13,0,0,0,0,288.631,2.65371,0.0282156,0,2.65386,1,0
367,3.67,2.09572e-05,4.34104,0,1.79162e-05,0.00797857,5.66542e-05,5.76065e-07,0,5.66571e-05,3.67,0,0,3.67,1.73639,-0.271621,-2.74E-17,-1.41E-11,-2.55E-13,2.50751e-14,0,2.56144e-13,0,0,0,0,288.631,2.70333,0.0274872,0,2.70346,1,0
368,3.68,2.09573e-05,4.34107,0,1.79162e-05,0.00807326,5.7349e-05,5.65078e-07,0,5.73518e-05,3.68,0,0,3.68,1.7364,-0.27067,-2.72E-17,-1.40E-11,-2.55E-13,2.36505e-14,0,2.56038e-13,0,0,0,0,288.631,2.73646,0.026962,0,2.73659,1,0
369,3.69,2.09575e-05,4.3411,0,1.79162e-05,0.00816795,5.80438e-05,5.54091e-07,0,5.80464e-05,3.69,0,0,3.69,1.73641,-0.269719,-2.70E-17,-1.40E-11,-2.55E-13,2.22259e-14,0,2.55939e-13,0,0,0,0,288.631,2.76959,0.0264368,0,2.76971,1,0
370,3.7,2.09576e-05,4.34113,0,1.79162e-05,0.00826265,5.87385e-05,5.43103e-07,0,5.8741e-05,3.7,0,0,3.7,1.73642,-0.268768,-2.67E-17,-1.39E-11,-2.55E-13,2.08014e-14,0,2.55848e-13,0,0,0,0,288.631,2.80272,0.0259116,0,2.80284,1,0
371,3.71,2.09577e-05,4.34117,0,1.79162e-05,0.00835734,5.94333e-05,5.32116e-07,0,5.94357e-05,3.71,0,0,3.71,1.73643,-0.267817,-2.65E-17,-1.39E-11,-2.55E-13,1.93768e-14,0,2.55765e-13,0,0,0,0,288.631,2.83585,0.0253864,0,2.83596,1,0
372,3.72,2.09579e-05,4.3412,0,1.79162e-05,0.00845204,6.01281e-05,5.21129e-07,0,6.01304e-05,3.72,0,0,3.72,1.73644,-0.266866,-2.63E-17,-1.38E-11,-2.55E-13,1.79522e-14,0,2.5569e-13,0,0,0,0,288.632,2.86898,0.0248611,0,2.86909,1,0
373,3.73,2.0958e-05,4.34123,0,1.79162e-05,0.00854673,6.08229e-05,5.10142e-07,0,6.0825e-05,3.73,0,0,3.73,1.73646,-0.265915,-2.60E-17,-1.37E-11,-2.55E-13,1.65277e-14,0,2.55623e-13,0,0,0,0,288.632,2.90211,0.0243359,0,2.90221,1,0
374,3.74,2.09581e-05,4.34126,0,1.79162e-05,0.00864143,6.15177e-05,4.99154e-07,0,6.15197e-05,3.74,0,0,3.74,1.73647,-0.264964,-2.58E-17,-1.37E-11,-2.55E-13,1.51031e-14,0,2.55564e-13,0,0,0,0,288.632,2.93524,0.0238107,0,2.93534,1,0
375,3.75,2.09583e-05,4.34129,0,1.79162e-05,0.00873612,6.22125e-05,4.88167e-07,0,6.22144e-05,3.75,0,0,3.75,1.73648,-0.264013,-2.56E-17,-1.36E-11,-2.55E-13,1.36786e-14,0,2.55512e-13,0,0,0,0,288.632,2.96837,0.0232855,0,2.96846,1,0
376,3.76,2.09584e-05,4.34132,0,1.79162e-05,0.00883081,6.29072e-05,4.7718e-07,0,6.29091e-05,3.76,0,0,3.76,1.73649,-0.263062,-2.53E-17,-1.35E-11,-2.55E-13,1.2254e-14,0,2.55469e-13,0,0,0,0,288.632,3.0015,0.0227603,0,3.00159,1,0
377,3.77,2.09585e-05,4.34135,0,1.79162e-05,0.00892551,6.3602e-05,4.66193e-07,0,6.36037e-05,3.77,0,0,3.77,1.7365,-0.262111,-2.51E-17,-1.35E-11,-2.55E-13,1.08294e-14,0,2.55434e-13,0,0,0,0,288.632,3.03464,0.0222351,0,3.03472,1,0
378,3.78,2.09587e-05,4.34138,0,1.79162e-05,0.0090202,6.42968e-05,4.55205e-07,0,6.42984e-05,3.78,0,0,3.78,1.73651,-0.26116,-2.49E-17,-1.34E-11,-2.55E-13,9.40485e-15,0,2.55406e-13,0,0,0,0,288.632,3.06777,0.0217099,0,3.06784,1,0
379,3.79,2.09588e-05,4.34142,0,1.79162e-05,0.0091568,6.52708e-05,4.43174e-07,0,6.52723e-05,3.79,0,0,3.79,1.73653,-0.260091,-2.46E-17,-1.33E-11,-2.55E-13,7.85061e-15,0,2.55385e-13,0,0,0,0,288.632,3.11421,0.0211365,0,3.11428,1,0
380,3.8,2.0959e-05,4.34146,0,1.79162e-05,0.0093212,6.643e-05,4.30449e-07,0,6.64314e-05,3.8,0,0,3.8,1.73654,-0.258945,-2.44E-17,-1.33E-11,-2.55E-13,6.21027e-15,0,2.55373e-13,0,0,0,0,288.632,3.1695,0.0205311,0,3.16957,1,0
381,3.81,2.09591e-05,4.3415,0,1.79162e-05,0.00948561,6.75893e-05,4.17723e-07,0,6.75905e-05,3.81,0,0,3.81,1.73655,-0.257799,-2.41E-17,-1.32E-11,-2.55E-13,4.56994e-15,0,2.55372e-13,0,0,0,0,288.632,3.22479,0.0199257,0,3.22485,1,0
382,3.82,2.09593e-05,4.34153,0,1.79162e-05,0.00965001,6.87485e-05,4.04998e-07,0,6.87497e-05,3.82,0,0,3.82,1.73657,-0.256652,-2.38E-17,-1.31E-11,-2.55E-13,2.92961e-15,0,2.55381e-13,0,0,0,0,288.632,3.28007,0.0193204,0,3.28013,1,0
383,3.83,2.09595e-05,4.34157,0,1.79162e-05,0.00981442,6.99078e-05,3.92273e-07,0,6.99089e-05,3.83,0,0,3.83,1.73658,-0.255506,-2.36E-17,-1.30E-11,-2.55E-13,1.28928e-15,0,2.55401e-13,0,0,0,0,288.633,3.33536,0.018715,0,3.33541,1,0
384,3.84,2.09596e-05,4.34161,0,1.79163e-05,0.00997882,7.1067e-05,3.79548e-07,0,7.1068e-05,3.84,0,0,3.84,1.7366,-0.254359,-2.33E-17,-1.30E-11,-2.55E-13,-3.51E-16,0,2.55432e-13,0,0,0,0,288.633,3.39064,0.0181096,0,3.39069,1,0
385,3.85,2.09598e-05,4.34165,0,1.79163e-05,0.0101432,7.22263e-05,3.66823e-07,0,7.22272e-05,3.85,0,0,3.85,1.73661,-0.253213,-2.30E-17,-1.29E-11,-2.55E-13,-1.99E-15,0,2.55472e-13,0,0,0,0,288.633,3.44593,0.0175042,0,3.44597,1,0
386,3.86,2.096e-05,4.34169,0,1.79163e-05,0.0103076,7.33855e-05,3.54098e-07,0,7.33864e-05,3.86,0,0,3.86,1.73662,-0.252066,-2.28E-17,-1.28E-11,-2.55E-13,-3.63E-15,0,2.55524e-13,0,0,0,0,288.633,3.50121,0.0168989,0,3.50126,1,0
387,3.87,2.09601e-05,4.34172,0,1.79163e-05,0.0104519,7.4409e-05,3.42121e-07,0,7.44098e-05,3.87,0,0,3.87,1.73664,-0.251028,-2.27E-17,-1.28E-11,-2.56E-13,-4.64E-15,0,2.56289e-13,0,0,0,0,288.633,3.55002,0.0163289,0,3.55006,1,0
388,3.88,2.09602e-05,4.34175,0,1.79163e-05,0.0105458,7.5094e-05,3.32009e-07,0,7.50947e-05,3.88,0,0,3.88,1.73665,-0.25026,-2.34E-17,-1.30E-11,-2.59E-13,-4.06E-15,0,2.5881e-13,0,0,0,0,288.633,3.58268,0.0158473,0,3.58271,1,0
389,3.89,2.09603e-05,4.34178,0,1.79163e-05,0.0106398,7.57789e-05,3.21897e-07,0,7.57796e-05,3.89,0,0,3.89,1.73666,-0.249491,-2.40E-17,-1.33E-11,-2.61E-13,-3.47E-15,0,2.61334e-13,0,0,0,0,288.633,3.61533,0.0153656,0,3.61536,1,0
390,3.9,2.09604e-05,4.3418,0,1.79163e-05,0.0107338,7.64639e-05,3.11785e-07,0,7.64645e-05,3.9,0,0,3.9,1.73666,-0.248723,-2.46E-17,-1.35E-11,-2.64E-13,-2.89E-15,0,2.63858e-13,0,0,0,0,288.633,3.64799,0.014884,0,3.64802,1,0
391,3.91,2.09605e-05,4.34183,0,1.79163e-05,0.0108277,7.71488e-05,3.01673e-07,0,7.71494e-05,3.91,0,0,3.91,1.73667,-0.247955,-2.52E-17,-1.37E-11,-2.66E-13,-2.31E-15,0,2.66384e-13,0,0,0,0,288.633,3.68064,0.0144023,0,3.68067,1,0
392,3.92,2.09607e-05,4.34186,0,1.79163e-05,0.0109217,7.78337e-05,2.91561e-07,0,7.78343e-05,3.92,0,0,3.92,1.73668,-0.247186,-2.59E-17,-1.39E-11,-2.69E-13,-1.73E-15,0,2.68912e-13,0,0,0,0,288.633,3.7133,0.0139207,0,3.71332,1,0
393,3.93,2.09608e-05,4.34188,0,1.79163e-05,0.0110156,7.85187e-05,2.81449e-07,0,7.85192e-05,3.93,0,0,3.93,1.73669,-0.246418,-2.65E-17,-1.41E-11,-2.71E-13,-1.15E-15,0,2.71441e-13,0,0,0,0,288.633,3.74595,0.0134391,0,3.74598,1,0
394,3.94,2.09609e-05,4.34191,0,1.79163e-05,0.0111096,7.92036e-05,2.71337e-07,0,7.92041e-05,3.94,0,0,3.94,1.7367,-0.24565,-2.71E-17,-1.43E-11,-2.74E-13,-5.69E-16,0,2.73971e-13,0,0,0,0,288.633,3.77861,0.0129574,0,3.77863,1,0
395,3.95,2.0961e-05,4.34193,0,1.79163e-05,0.0112036,7.98886e-05,2.61225e-07,0,7.9889e-05,3.95,0,0,3.95,1.73671,-0.244881,-2.77E-17,-1.45E-11,-2.77E-13,1.24771e-17,0,2.76502e-13,0,0,0,0,288.633,3.81126,0.0124758,0,3.81128,1,0
396,3.96,2.09611e-05,4.34197,0,1.79163e-05,0.011356,8.09687e-05,2.46632e-07,0,8.0969e-05,3.96,0,0,3.96,1.73672,-0.24395,-2.84E-17,-1.47E-11,-2.80E-13,1.01873e-15,0,2.79503e-13,0,0,0,0,288.633,3.86276,0.0117789,0,3.86278,1,0
397,3.97,2.09613e-05,4.342,0,1.79163e-05,0.0115209,8.21336e-05,2.31076e-07,0,8.21339e-05,3.97,0,0,3.97,1.73673,-0.242983,-2.90E-17,-1.49E-11,-2.83E-13,2.11628e-15,0,2.82608e-13,0,0,0,0,288.633,3.91831,0.0110357,0,3.91832,1,0
398,3.98,2.09614e-05,4.34203,0,1.79163e-05,0.0116859,8.32985e-05,2.15521e-07,0,8.32988e-05,3.98,0,0,3.98,1.73675,-0.242017,-2.96E-17,-1.51E-11,-2.86E-13,3.21383e-15,0,2.85718e-13,0,0,0,0,288.633,3.97385,0.0102926,0,3.97387,1,0
399,3.99,2.09616e-05,4.34207,0,1.79163e-05,0.0118508,8.44634e-05,1.99966e-07,0,8.44636e-05,3.99,0,0,3.99,1.73676,-0.241051,-3.02E-17,-1.54E-11,-2.89E-13,4.31137e-15,0,2.88831e-13,0,0,0,0,288.633,4.0294,0.00954941,0,4.02941,1,0
400,4,2.09617e-05,4.3421,0,1.79163e-05,0.0120158,8.56283e-05,1.84411e-07,0,8.56285e-05,4,0,0,4,1.73677,-0.240084,-3.08E-17,-1.56E-11,-2.92E-13,5.40892e-15,0,2.91949e-13,0,0,0,0,288.633,4.08495,0.00880627,0,4.08496,1,0
401,4.01,2.09618e-05,4.34214,0,1.79163e-05,0.0121807,8.67932e-05,1.68855e-07,0,8.67934e-05,4.01,0,0,4.01,1.73678,-0.239118,-3.14E-17,-1.58E-11,-2.95E-13,6.5065e-15,0,2.9507e-13,0,0,0,0,288.633,4.14049,0.0080631,0,4.1405,1,0
402,4.02,2.0962e-05,4.34217,0,1.79163e-05,0.0123457,8.79581e-05,1.533e-07,0,8.79583e-05,4.02,0,0,4.02,1.73679,-0.238151,-3.20E-17,-1.60E-11,-2.98E-13,7.60402e-15,0,2.98194e-13,0,0,0,0,288.633,4.19604,0.00731997,0,4.19605,1,0
403,4.03,2.09621e-05,4.34221,0,1.79163e-05,0.0125106,8.91231e-05,1.37744e-07,0,8.91232e-05,4.03,0,0,4.03,1.7368,-0.237185,-3.26E-17,-1.62E-11,-3.01E-13,8.70159e-15,0,3.01323e-13,0,0,0,0,288.633,4.25159,0.00657681,0,4.25159,1,0
404,4.04,2.09623e-05,4.34224,0,1.79163e-05,0.0126755,9.0288e-05,1.2219e-07,0,9.0288e-05,4.04,0,0,4.04,1.73682,-0.236218,-3.32E-17,-1.64E-11,-3.04E-13,9.79911e-15,0,3.04454e-13,0,0,0,0,288.633,4.30713,0.00583368,0,4.30714,1,0
405,4.05,2.09624e-05,4.34227,0,1.79163e-05,0.0128405,9.14529e-05,1.06634e-07,0,9.1453e-05,4.05,0,0,4.05,1.73683,-0.235252,-3.38E-17,-1.66E-11,-3.07E-13,1.08967e-14,0,3.07589e-13,0,0,0,0,288.633,4.36268,0.00509052,0,4.36268,1,0
406,4.06,2.09626e-05,4.34231,0,1.79163e-05,0.0130054,9.26178e-05,9.1079e-08,0,9.26178e-05,4.06,0,0,4.06,1.73684,-0.234286,-3.44E-17,-1.68E-11,-3.10E-13,1.19942e-14,0,3.10727e-13,0,0,0,0,288.633,4.41822,0.00434739,0,4.41823,1,0
407,4.07,2.09627e-05,4.34234,0,1.79163e-05,0.0131704,9.37827e-05,7.55233e-08,0,9.37827e-05,4.07,0,0,4.07,1.73685,-0.233319,-3.50E-17,-1.70E-11,-3.14E-13,1.30918e-14,0,3.13868e-13,0,0,0,0,288.633,4.47377,0.00360422,0,4.47377,1,0
408,4.08,2.09628e-05,4.34238,0,1.79163e-05,0.0133353,9.49476e-05,5.99684e-08,0,9.49476e-05,4.08,0,0,4.08,1.73686,-0.232353,-3.56E-17,-1.72E-11,-3.17E-13,1.41893e-14,0,3.17012e-13,0,0,0,0,288.633,4.52932,0.00286109,0,4.52932,1,0
409,4.09,2.0963e-05,4.34241,0,1.79163e-05,0.0135003,9.61125e-05,4.44128e-08,0,9.61126e-05,4.09,0,0,4.09,1.73688,-0.231386,-3.62E-17,-1.74E-11,-3.20E-13,1.52869e-14,0,3.20159e-13,0,0,0,0,288.633,4.58487,0.00211793,0,4.58487,1,0
410,4.1,2.09631e-05,4.34245,0,1.79163e-05,0.0136314,9.70482e-05,3.19181e-08,0,9.70482e-05,4.1,0,0,4.1,1.73689,-0.23033,-3.64E-17,-1.75E-11,-3.22E-13,1.55432e-14,0,3.22203e-13,0,0,0,0,288.633,4.62947,0.0015207,0,4.62947,1,0
411,4.11,2.09633e-05,4.34249,0,1.79163e-05,0.0137155,9.76642e-05,2.36898e-08,0,9.76642e-05,4.11,0,0,4.11,1.7369,-0.22915,-3.61E-17,-1.74E-11,-3.22E-13,1.46266e-14,0,3.22708e-13,0,0,0,0,288.633,4.65881,0.00112687,0,4.65881,1,0
412,4.12,2.09635e-05,4.34253,0,1.79163e-05,0.0137995,9.82802e-05,1.54619e-08,0,9.82802e-05,4.12,0,0,4.12,1.73692,-0.227969,-3.59E-17,-1.74E-11,-3.23E-13,1.37101e-14,0,3.23217e-13,0,0,0,0,288.633,4.68815,0.000733063,0,4.68815,1,0
413,4.13,2.09636e-05,4.34256,0,1.79163e-05,0.0138835,9.88962e-05,7.23358e-09,0,9.88962e-05,4.13,0,0,4.13,1.73693,-0.226789,-3.56E-17,-1.73E-11,-3.23E-13,1.27935e-14,0,3.23728e-13,0,0,0,0,288.633,4.7175,0.000339235,0,4.7175,1,0
414,4.14,2.09638e-05,4.3426,0,1.79163e-05,0.0139675,9.95122e-05,-9.94E-10,0,9.95122e-05,4.14,0,0,4.14,1.73695,-0.225608,-3.53E-17,-1.72E-11,-3.24E-13,1.1877e-14,0,3.24242e-13,0,0,0,0,288.633,4.74684,-5.46E-05,0,4.74684,1,0
